Nisza,Nazwa firmy,Miasto,Telefon,Jakość biznesu (1-5),Czy mają stronę?,Odebrał?,Zainteresowany?,Kto dzwonił,Reminder,Kiedy dzwonić,Termin Google Meet (w),Notatki
Kosmetyczka,MK Klinika Urody,Radomsko,694195140,5,Tak,,,,,,,"domena www z Google Maps obecnie nie odpowiada (DNS error), ale FB/IG aktywne, 14 opinii 4.1"
Kosmetyczka,A&O Salon fryzjersko-kosmetyczny,Radomsko,577440320,4,Booksy,,,,,,,"brak www, Instagram + Booksy, 8 opinii 5.0"
Kosmetyczka,Chwila Oddechu,Radomsko,889142629,5,Tak,,,,,,,"ma własną stronę www + FB/IG/Booksy, 96 opinii 4.9 — najmocniejsza obecność w tej grupie"
Kosmetyczka,Żaneta Koprowska Makijaż Permanentny,Radomsko,516890101,4,Nie,,,,,,,"brak www, aktywny FB + Instagram (606 obserwujących), 48 opinii 5.0"
Kosmetyczka,Brevka Studio Brwi i Rzęs,Radomsko,785888865,4,Nie,,,,,,,"brak www, aktywny FB + Instagram, 79 opinii 4.9 — bardzo dobry lead"
Kosmetyczka,Ameline pielęgnacja i makijaż,Radomsko,602742554,5,Tak,,,,,,,"ma własną stronę www + FB, 4 opinie 5.0 (mała próbka)"
Kosmetyczka,Instytut Urody Bardot,Radomsko,690018118,5,Tak,,,,,,,"ma własną stronę www + FB, 14 opinii 4.5"
Kosmetyczka,HOFFMAN STUDIO,Radomsko,503605642,4,Nie,,,,,,,"brak www, aktywny FB + Instagram (5,5 tys. obserwujących), 24 opinie 4.8"
Kosmetyczka,Medycyna Estetyczna Natalia Chrząstek,Radomsko,793069317,4,Booksy,,,,,,,"brak www, aktywny FB + Instagram (1,9 tys. obserwujących) + Booksy, 16 opinii 5.0 — bardzo dobry lead"
Kosmetyczka,Młynek Ewa. Gabinet kosmetyczny,Radomsko,502583235,5,Tak,,,,,,,"ma własną stronę www (salonevita.pl) + FB, 13 opinii 3.8 — najniższa ocena w grupie"
Kosmetyczka,Gold Beauty Pracownia Piękna,Radomsko,693827778,2,Booksy,,,,,,,"uzupełniony profil Google (7 opinii, 4.3), nie udało się jednoznacznie potwierdzić social media dla tego numeru telefonu"
Kosmetyczka,Glow Room Kamila Hofman,Radomsko,733618782,4,Nie,,,,,,,"brak www, aktywny Instagram (1,1 tys. obserwujących), 9 opinii 5.0"
Kosmetyczka,Maja Turniak Salon kosmetyczny,Rozprza,692108290,4,Nie,,,,,,,"Aktywny FB (rolki/wideo) i IG (827 obserwujących, 445 postów), tylko 5 opinii Google, brak własnej strony."
Kosmetyczka,Visage,Rozprza,443070427,4,Nie,,,,,,,"Bardzo aktywny FB (3500+ obserwujących) i IG, 16 opinii Google 4.8, brak własnej strony - najlepszy lead w grupie."
Kosmetyczka,Piękna Sprawa Beauty Studio,Rozprza,797710720,4,Nie,,,,,,,"26 opinii Google 5.0 (najwięcej w grupie), aktywny FB, brak własnej strony."
Kosmetyczka,Basic Beauty Instruktor Marta Król,Rozprza,572191087,2,Nie,,,,,,,"Uzupełniony profil Google (13 opinii, 5.0), nie znaleziono aktywnego FB/IG/Booksy w wyszukiwaniu."
Kosmetyczka,House Of Beauty Paulina Lasek,Rozprza,725141060,3,Nie,,,,,,,"Profil Google bez widocznych opinii/oceny w scrapie, ale ma aktywny FB (ok. 239 polubień)."
Kosmetyczka,Be beauty- instytut nowoczesnej kosmetyki,Włodzimierzów,504812263,4,Nie,,,,,,,"Bardzo aktywna: Facebook (Instytut Nowoczesnej Kosmetyki), rezerwacje online przez Fresha, 37 opinii Google (4.8), ale brak własnej strony internetowej — dobry potencjał."
Kosmetyczka,Salon kosmetyczny Małgorzata Wzorek,Sulejów,788877187,4,Nie,,,,,,,"Aktywna na dwóch kanałach: Facebook (577 polubień) i Instagram, tylko 7 opinii Google (5.0), ale realna obecność w social media, brak własnej strony — dobry potencjał."
Kosmetyczka,AURA salon,Sulejów,666407785,3,Nie,,,,,,,"Uzupełniony profil Google (26 opinii, 5.0), aktywny Instagram, brak Facebooka/Booksy i www."
Kosmetyczka,Monika Staniewska FACE STUDIO,Sulejów,603770915,3,Nie,,,,,,,"Uzupełniony profil Google (18 opinii, 5.0), aktywny Facebook, brak Instagrama/Booksy i www."
Kosmetyczka,NOVA Magda Kowalska makijaż permanentny i stylizacja rzęs,Sulejów,515235861,3,Nie,,,,,,,"Uzupełniony profil Google (18 opinii, 5.0), aktywny Facebook, brak Instagrama/Booksy i www."
Kosmetyczka,MajFi_beauty Kinga Bałecka,Sulejów,509530559,3,Nie,,,,,,,"Uzupełniony profil Google (11 opinii, 5.0), aktywny Instagram, brak Facebooka/Booksy i www."
Kosmetyczka,Beauty Studio,Sulejów,698464259,3,Nie,,,,,,,"Uzupełniony profil Google (10 opinii, 5.0), aktywny Facebook, brak Instagrama/Booksy i własnej strony."
Kosmetyczka,DIAMONDS BEAUTY Aleksandra Krasoń,Sulejów,730165130,3,Nie,,,,,,,"Uzupełniony profil Google (9 opinii, 5.0), znaleziono Facebooka właścicielki (Aleksandra Krasoń make up, Sulejów), brak Instagrama/Booksy i www."
Kosmetyczka,LEJDIS,Sulejów,739048122,2,Nie,,,,,,,"Dobrze uzupełniony profil Google (37 opinii, 4.8), nie udało się jednoznacznie potwierdzić dedykowanego Facebooka/Instagrama/Booksy dla tej lokalizacji (nazwa popularna w innych miastach), brak www."
Kosmetyczka,Katarzyna Sobczyk Beauty,Sulejów,667655779,1,Nie,,,,,,,"Bardzo skromny profil Google (tylko 1 opinia), nie znaleziono potwierdzonego Facebooka/Instagrama/Booksy, brak www — firma praktycznie niewidoczna online."
Kosmetyczka,JustSkin Klinika Medycyny Estetycznej i Kosmetologii,Tomaszów Mazowiecki,514035265,5,Tak,,,,,,,Ma własną stronę (http://www.justskin.com.pl/). Aktywna: FB. 146 opinii 4.9.
Kosmetyczka,Day SPA Metamorfoza,Tomaszów Mazowiecki,790820154,5,Tak,,,,,,,Ma własną stronę (https://metamorfozatomaszow.pl/). Brak potwierdzonych social media. 81 opinii 5.0.
Kosmetyczka,Mon4You Salon Kosmetyczny Monika Pietrzyk Tomaszów Mazowiecki ul. Św. Antoniego 18,Tomaszów Mazowiecki,667142201,5,Tak,,,,,,,Ma własną stronę (http://mon4you.pl/). Aktywna: FB. 47 opinii 5.0.
Kosmetyczka,BLINK Beauty Studio Magdalena Grałek,Tomaszów Mazowiecki,502893860,5,Tak,,,,,,,Ma własną stronę (http://blinkbeauty.pl/). Aktywna: IG+Booksy. 31 opinii 4.8.
Kosmetyczka,Salon Pazurek - Beauty Academy,Tomaszów Mazowiecki,791170171,5,Tak,,,,,,,Ma własną stronę (http://www.garczynskabeauty.pl/). Aktywna: FB+IG+Booksy. 22 opinii 4.8.
Kosmetyczka,Salon Kosmetyczny Glamour Studio Odchudzania I Kształtowania Sylwetki,Tomaszów Mazowiecki,601807247,5,Tak,,,,,,,Ma własną stronę (http://www.gabinetglamour.com/). Aktywna: FB+IG. 9 opinii 5.0.
Kosmetyczka,Studio Butterfly Kosmetologia estetyczna,Tomaszów Mazowiecki,663797737,5,Tak,,,,,,,"Ma własną stronę (https://saloner.pl/salon/studio-butterfly). Brak potwierdzonych social media. 8 opinii 5.0. Profil na platformie saloner.pl (agregator/rezerwacje), nie potwierdzono dedykowanych social mediów salonu."
Kosmetyczka,Atelier Piękna Izabela Iskierka,Tomaszów Mazowiecki,512013405,4,Booksy,,,,,,,"Brak własnej strony, aktywna: Booksy, 105 opinii Google 5.0 - dobry lead."
Kosmetyczka,Zafixowana Pracownia Mejkapu,Tomaszów Mazowiecki,604504293,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 88 opinii Google 5.0 - dobry lead."
Kosmetyczka,"Mokrogulska Beauty, Med&Spa - Instytut Kosmetologii i Modelowania Figury",Tomaszów Mazowiecki,661755459,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 58 opinii Google 4.9 - dobry lead."
Kosmetyczka,"Studio beauty""NP"" Nataliia Pryimak",Tomaszów Mazowiecki,576094566,4,Booksy,,,,,,,"Brak własnej strony, aktywna: FB+IG+Booksy, 50 opinii Google 4.8 - dobry lead."
Kosmetyczka,Beautyka Centrum Urody,Tomaszów Mazowiecki,732880883,4,Booksy,,,,,,,"Brak własnej strony, aktywna: FB+Booksy, 35 opinii Google 5.0 - dobry lead."
Kosmetyczka,TA OD MANI Karolina Jochan,Tomaszów Mazowiecki,534477322,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 33 opinii Google 5.0 - dobry lead."
Kosmetyczka,Studio Sylwia Kaszczyk Maluje,Tomaszów Mazowiecki,695604005,4,Nie,,,,,,,"Brak własnej strony, aktywna: IG, 29 opinii Google 5.0 - dobry lead."
Kosmetyczka,Centrum Urody Izabela Osenka,Tomaszów Mazowiecki,447240502,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB+IG, 23 opinii Google 4.5 - dobry lead."
Kosmetyczka,Strefa Piękna Paulina Jakóbczyk,Tomaszów Mazowiecki,798023330,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 19 opinii Google 5.0 - dobry lead."
Kosmetyczka,Beauty Lab,Tomaszów Mazowiecki,728719336,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 16 opinii Google 5.0 - dobry lead."
Kosmetyczka,BEAUTY SPOT Aneta Wasilewska,Tomaszów Mazowiecki,507804704,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 16 opinii Google 5.0 - dobry lead."
Kosmetyczka,Studio Stylizacji Pomalovane,Tomaszów Mazowiecki,503162667,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 16 opinii Google 5.0 - dobry lead."
Kosmetyczka,Salon kosmetyczny - Renata,Tomaszów Mazowiecki,447250202,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 15 opinii Google 4.1 - dobry lead."
Kosmetyczka,Beauty Room by Marta Trela,Tomaszów Mazowiecki,606369055,4,Nie,,,,,,,"Brak własnej strony, aktywna: FB, 15 opinii Google 5.0 - dobry lead."
Kosmetyczka,Świat Piękna Salon Kosmetyczny,Tomaszów Mazowiecki,509092005,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (11 opinii 4.9)."
Kosmetyczka,Harmonia Gabinet Kosmetologiczny Małgorzata Kozłowska,Tomaszów Mazowiecki,535932657,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (11 opinii 4.6)."
Kosmetyczka,Salon urody Kopacz Beauty,Tomaszów Mazowiecki,500316941,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (10 opinii 4.8)."
Kosmetyczka,Beauty Studio Paulina Marczak,Tomaszów Mazowiecki,601904114,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (10 opinii 5.0)."
Kosmetyczka,Colibra ibeauty Aleksandra Ćwiertnia,Tomaszów Mazowiecki,515170549,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (10 opinii 5.0)."
Kosmetyczka,Salon Kosmetyczny Prestiż,Tomaszów Mazowiecki,888040944,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (8 opinii 2.4)."
Kosmetyczka,Chmielewska Beauty Studio,Tomaszów Mazowiecki,577220491,3,Booksy,,,,,,,"Brak własnej strony, ma Booksy, ale niewielka aktywność (6 opinii 5.0)."
Kosmetyczka,Estelle,Tomaszów Mazowiecki,789420205,3,Booksy,,,,,,,"Brak własnej strony, ma Booksy, ale niewielka aktywność (5 opinii 5.0)."
Kosmetyczka,Glam Beauty Nails & Lashes,Tomaszów Mazowiecki,512856789,3,Booksy,,,,,,,"Brak własnej strony, ma Booksy, ale niewielka aktywność (4 opinii 4.0)."
Kosmetyczka,Beauty Manifest Tomaszów Mazowiecki,Tomaszów Mazowiecki,883941902,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (3 opinii 5.0)."
Kosmetyczka,Queen Viktoria,Tomaszów Mazowiecki,736916115,3,Nie,,,,,,,"Brak własnej strony, ma IG, ale niewielka aktywność (1 opinii 5.0)."
Kosmetyczka,Klinika Kosmetologiczna NaturStyl - Sławomira Witkowska-Orzeszek,Tomaszów Mazowiecki,507726460,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (mało opinii Google). UWAGA: domena naturstyl.pl z Google Maps nie działa (nie rozwiązuje się) - traktować jako brak realnej strony www."
Kosmetyczka,ALL4BEAUTY Salon Kosmetyczny,Tomaszów Mazowiecki,730393949,3,Nie,,,,,,,"Brak własnej strony, ma FB, ale niewielka aktywność (mało opinii Google)."
Kosmetyczka,Gabinet Kosmetyczny „Piękno w Atmosferze”. Kursy Kosmetyczne. Szkolenia Kosmetyczne. Pedicure.,Tomaszów Mazowiecki,660772903,2,Nie,,,,,,,"Uzupełniony profil Google (56 opinii 4.9), brak potwierdzonych FB/IG/Booksy."
Kosmetyczka,Gabinet kosmetyczny Sisi,Tomaszów Mazowiecki,513802773,2,Nie,,,,,,,"Uzupełniony profil Google (19 opinii 4.8), brak potwierdzonych FB/IG/Booksy."
Kosmetyczka,Salon Fryzjersko Kosmetyczno Podologiczny Paulina Bugalska,Tomaszów Mazowiecki,602586970,2,Nie,,,,,,,"Uzupełniony profil Google (14 opinii 4.6), brak potwierdzonych FB/IG/Booksy."
Kosmetyczka,Marilyn. Studio zdrowia i urody,Tomaszów Mazowiecki,693460797,2,Nie,,,,,,,"Uzupełniony profil Google (10 opinii 4.6), brak potwierdzonych FB/IG/Booksy."
Kosmetyczka,Salon kosmetyczny u Agi. Manicure. Pedicure. Mikrodermabrazja.,Tomaszów Mazowiecki,790626238,2,Nie,,,,,,,"Uzupełniony profil Google (10 opinii 4.6), brak potwierdzonych FB/IG/Booksy."
Kosmetyczka,Afrodyta - Centrum Zdrowia i Urody,Tomaszów Mazowiecki,603712149,2,Nie,,,,,,,"Uzupełniony profil Google (5 opinii 4.4), brak potwierdzonych FB/IG/Booksy."
Kosmetyczka,"Gabinet Kosmetyczny ""KASIA"" Katarzyna Rożej",Tomaszów Mazowiecki,503103836,2,Nie,,,,,,,"Uzupełniony profil Google (4 opinii 5.0), brak potwierdzonych FB/IG/Booksy."
Kosmetyczka,Opalanie Natryskowe Katarzyna Łysakowska,Tomaszów Mazowiecki,517299170,1,Nie,,,,,,,"Bardzo słaba obecność online: brak www i social media, 3 opinii Google."
Kosmetyczka,Gabinet Urody Elizabeth Elżbieta Mucha,Tomaszów Mazowiecki,509610267,1,Nie,,,,,,,"Bardzo słaba obecność online: brak www i social media, 3 opinii Google."
Kosmetyczka,OF Beauty Studio,Tomaszów Mazowiecki,574139514,1,Nie,,,,,,,"Bardzo słaba obecność online: brak www i social media, 1 opinii Google."
Kosmetyczka,"""OdNowa"" Kosmetyka Adrianna Nowicka (Salon Kosmetyczny)",Wolbórz,697468487,3,Nie,,,,,,,"brak www, aktywny Facebook (ok. 640 polubien wg wyszukiwania), ale tylko 2 opinie w Google (5.0) - dwie wizytowki Maps dla tej samej firmy, scalone"
Kosmetyczka,salon urody Margot (Agnieszka Kwiecień),Wolbórz,602407854,2,Nie,,,,,,,"uzupelniony profil Google (2 opinie, 4.5), obecna tylko w katalogach firm (gabinetkosmetyka.pl, panoramafirm), brak potwierdzonego Facebooka/Instagrama/Booksy mimo researchu"
Kosmetyczka,Maya Nails (Maja Stępniewska),Wolbórz,790279699,3,Nie,,,,,,,"uzupelniony profil Google (5 opinii, 5.0), ma Facebooka (maya.nails.wolborz), brak wlasnej strony www i potwierdzonego Instagrama/Booksy"
